iter	Logloss
181	0.5428573273
182	0.5420875124
183	0.5416598031
184	0.5409134802
185	0.5404320928
186	0.5399271099
187	0.5394821921
188	0.5391505995
189	0.5384129971
190	0.5381291859
191	0.5377189858
192	0.5372331233
193	0.5367812265
194	0.5364099151
195	0.5357829245
196	0.5355555827
197	0.5352346362
198	0.5346366785
199	0.5343399522
200	0.533559333
201	0.5332887287
202	0.5330819289
203	0.5328594916
204	0.5323248917
205	0.5320504828
206	0.5316535252
207	0.5314439678
208	0.531172856
209	0.5307738796
210	0.5302934412
211	0.5296199669
212	0.5293092389
213	0.5289873246
214	0.5285880956
215	0.5282040375
216	0.5280573788
217	0.5277159827
218	0.5272069905
219	0.5265310872
220	0.5259201117
221	0.5254154567
222	0.5249401859
223	0.5242952038
224	0.5237854094
225	0.5233228453
226	0.522930994
227	0.5223296255
228	0.5220387408
229	0.5216406825
230	0.5212583772
231	0.5208633233
232	0.5202748382
233	0.5198963936
234	0.519432581
235	0.5189788131
236	0.5185820715
237	0.5179699439
238	0.517576256
239	0.5169879601
240	0.5165308394
241	0.5161499036
242	0.5157845935
243	0.5154138615
244	0.5150799019
245	0.5145689769
246	0.5140326524
247	0.5138202549
248	0.5135179893
249	0.5130622085
250	0.5127449882
251	0.512161686
252	0.5116904188
253	0.5114460895
254	0.511118325
255	0.51054948
256	0.5102393235
257	0.5098938006
258	0.5094687976
259	0.5091255473
260	0.5087458899
261	0.5084524271
262	0.5082153193
263	0.5077670802
264	0.5072956007
265	0.506773084
266	0.5063553191
267	0.5061550305
268	0.5057204306
269	0.5053839778
270	0.5050917397
271	0.5046265115
272	0.5039699296
273	0.5035676525
274	0.5032476187
275	0.5028692197
276	0.5024333104
277	0.5020354879
278	0.5016729639
279	0.5013557113
280	0.5011644971
281	0.5006772502
282	0.5002573301
283	0.4998055067
284	0.4992931983
285	0.498895501
286	0.4985908649
287	0.4983164759
288	0.49809117
289	0.4975939743
290	0.4973645202
291	0.4970655082
292	0.4968061957
293	0.4965682815
294	0.4962029052
295	0.495935269
296	0.4956383545
297	0.4953694368
298	0.494842465
299	0.4945931138
300	0.4940558657
301	0.4936795282
302	0.4934276258
303	0.4929752241
304	0.4927119134
305	0.4924837711
306	0.4921558266
307	0.4918949502
308	0.4914626706
309	0.4910355976
310	0.4904734001
311	0.4899978097
312	0.4896886286
313	0.4892220002
314	0.4889045498
315	0.4883413096
316	0.4879966567
317	0.4875952279
318	0.4871878572
319	0.4868369267
320	0.4865132692
321	0.4862580535
322	0.485901759
323	0.4856596559
324	0.4852608456
325	0.4850166354
326	0.4846950383
327	0.4843232119
328	0.4840763177
329	0.4836180624
330	0.4833717492
331	0.4830976843
332	0.4828457288
333	0.4825004046
334	0.4820441106
335	0.4817667354
336	0.4814122952
337	0.4810233525
338	0.4806501459
339	0.4802184756
340	0.4799552706
341	0.4797992271
342	0.479483547
343	0.4792599814
344	0.4789272895
345	0.4786733163
346	0.4784263231
347	0.478037332
348	0.47764951
349	0.4773814255
350	0.4771230865
351	0.4768020096
352	0.4766208947
353	0.4764405412
354	0.4760656402
355	0.4756720495
356	0.4753929394
357	0.4751019433
358	0.4747900825
359	0.4745735018
360	0.4744248751
361	0.4741336699
362	0.4739382782
363	0.4737060907
364	0.4733654446
365	0.4731504334
366	0.4728919406
367	0.4724185929
368	0.4718562192
369	0.4715181783
370	0.4712659799
371	0.4710677137
372	0.4708069132
373	0.4705730323
374	0.4703290687
375	0.4700786017
376	0.4698101266
377	0.4696094882
378	0.4693181249
379	0.4690638973
380	0.4689260111
381	0.4687044311
382	0.4684873418
383	0.4682210258
384	0.4680334209
385	0.467792356
386	0.4676177039
387	0.4673160646
388	0.4669936538
389	0.4667712058
390	0.4663969448
391	0.4659383483
392	0.4657362654
393	0.4653301372
394	0.4651627108
395	0.4647723874
396	0.4645341487
397	0.4642165186
398	0.4640532062
399	0.4637931407
400	0.4634657234
401	0.4630815351
402	0.462770721
403	0.4624004326
404	0.4619557376
405	0.461649908
406	0.4614947578
407	0.4609603949
408	0.4605766041
409	0.4603370302
410	0.4601683557
411	0.4597146261
412	0.4593371054
413	0.4590799428
414	0.4587867312
415	0.4586732955
416	0.4583163913
417	0.4581153275
418	0.4577835489
419	0.4575316994
420	0.4572608303
421	0.4569357222
422	0.456586924
423	0.4563211396
424	0.4559860672
425	0.4557077417
426	0.4554182526
427	0.4551462705
428	0.4546972304
429	0.4543177492
430	0.4541187319
431	0.4538203011
432	0.4536675699
433	0.4533346319
434	0.4528526682
435	0.4524794936
436	0.4520676838
437	0.4518420996
438	0.4517003057
439	0.4515681987
440	0.4511398114
441	0.4508146868
442	0.4504875312
443	0.4501558041
444	0.4499562538
445	0.4494623392
446	0.4492446443
447	0.4488824349
448	0.4485794879
449	0.4482960853
450	0.4479901556
451	0.4477558893
452	0.4475055235
453	0.4472775999
454	0.4470569701
455	0.4467745697
456	0.4463521807
457	0.4462053423
458	0.4458975912
459	0.4457033148
460	0.4455150513
461	0.4453073787
462	0.4450696336
463	0.4448900745
464	0.4446046904
465	0.4443430249
466	0.4440996687
467	0.4438750523
468	0.4435008023
469	0.4430604384
470	0.4428893761
471	0.442612799
472	0.4423580726
473	0.442007043
474	0.4418309809
475	0.4416564555
476	0.4413719207
477	0.4411824465
478	0.4409312351
479	0.4406153201
480	0.4402670385
481	0.4397908437
482	0.4394316985
483	0.4390242669
484	0.4388149085
485	0.4386278935
486	0.4385149477
487	0.4381843529
488	0.4379979569
489	0.4376995089
490	0.437548277
491	0.4373077212
492	0.4371222995
493	0.4368860387
494	0.4366014536
495	0.436331121
496	0.4359344732
497	0.4356389656
498	0.4352948204
499	0.4351023553
500	0.4348966857
501	0.4346589402
502	0.4345345967
503	0.4342885257
504	0.4339165657
505	0.4336339317
506	0.4333355784
507	0.433156366
508	0.4329898283
509	0.4327347601
510	0.4326022834
511	0.4321966132
512	0.4320397255
513	0.4319061406
514	0.4315281354
515	0.4312883085
516	0.4310405878
517	0.4308044376
518	0.4303843494
519	0.4301304267
520	0.4298627842
521	0.4296868508
522	0.4295080335
523	0.4291061629
524	0.4287463648
525	0.4284696381
526	0.4281594984
527	0.4277343606
528	0.4274178705
529	0.427203549
530	0.4269537694
531	0.4266043974
532	0.42637727
533	0.4260891799
534	0.4257776697
535	0.4255617918
536	0.4253888673
537	0.4249597062
538	0.4246471452
539	0.4242698423
540	0.4240657002
541	0.4236844692
542	0.423565806
543	0.423386233
544	0.4229773668
545	0.4228578933
546	0.4225551659
547	0.4222909724
548	0.4218353008
549	0.4215557054
550	0.4214010871
551	0.4211275215
552	0.4208936048
553	0.4207057915
554	0.4203696187
555	0.4201250688
556	0.4198515389
557	0.419490103
558	0.4192308204
559	0.4189671031
560	0.4187207533
561	0.4184064314
562	0.4182690133
563	0.4179809692
564	0.4177006647
565	0.4175699475
566	0.4173713274
567	0.4171727683
568	0.4170305282
569	0.4167255336
570	0.4166049416
571	0.4164237427
572	0.4162433004
573	0.4160530321
574	0.4156650992
575	0.4153541639
576	0.4150795497
577	0.4149013725
578	0.4146484048
579	0.4144354086
580	0.4142959542
581	0.4140787422
582	0.4138496339
583	0.4136970382
584	0.4134975343
585	0.4132169785
586	0.4129637124
587	0.4127745671
588	0.4125739618
589	0.4121857542
590	0.4120005401
591	0.4118685135
592	0.4117270296
593	0.411542158
594	0.4113304611
595	0.411024188
596	0.4107998714
597	0.410546147
598	0.4100391461
599	0.4098506283
600	0.4096257182
601	0.4093347769
602	0.4091481501
603	0.4089149799
604	0.408770459
605	0.4084478499
606	0.4081730283
607	0.4077758373
608	0.4075757671
609	0.407374832
610	0.4070856349
611	0.4068802578
612	0.4065088497
613	0.4062916527
614	0.4061036862
615	0.4058575241
616	0.4056278126
617	0.4053976364
618	0.4051617812
619	0.4048759872
620	0.4046871254
621	0.4044607423
622	0.4042374094
623	0.4039575788
624	0.4036675756
625	0.4034569088
626	0.4031001103
627	0.4028262992
628	0.4026891376
629	0.4025027854
630	0.4023448813
631	0.4021719061
632	0.4018756987
633	0.4016936196
634	0.4014438565
635	0.4012268396
636	0.4009717735
637	0.4007138075
638	0.4004648161
639	0.4001768268
640	0.3998745757
641	0.3996890755
642	0.3995103084
643	0.3993167926
644	0.3990886243
645	0.3987221726
646	0.3986585845
647	0.3984016096
648	0.3981854894
649	0.3978601813
650	0.3977276638
651	0.3974908254
652	0.397360547
653	0.3971865909
654	0.3969296673
655	0.396672108
656	0.3964543809
657	0.3962036602
658	0.3958081768
659	0.3954135451
660	0.395234104
661	0.3950440716
662	0.3946312444
663	0.3944611501
664	0.3943503435
665	0.3940031936
666	0.3937197988
667	0.39351248
668	0.3933307292
669	0.3930025691
670	0.3927159214
671	0.3924137898
672	0.3922911817
673	0.3921103176
674	0.3919072441
675	0.3916582289
676	0.391496104
677	0.3913472885
678	0.3911110358
679	0.39084402
680	0.3906163907
681	0.3901522152
682	0.3899547449
683	0.3897922012
684	0.3895613345
685	0.3893047151
686	0.3891929898
687	0.3889255605
688	0.3884116063
689	0.388099631
690	0.3878230976
691	0.3876705707
692	0.387515895
693	0.3873287178
694	0.3871471817
695	0.3870132115
696	0.3867841649
697	0.3864087543
698	0.3860785961
699	0.3859097505
700	0.3854836726
701	0.3853792424
702	0.3853080884
703	0.3849946826
704	0.3848712764
705	0.3847170112
706	0.384574193
707	0.3842622917
708	0.3840213742
709	0.383800367
710	0.3836034612
711	0.383491926
712	0.3832962116
713	0.3829872535
714	0.3827934987
715	0.3826236222
716	0.3823920884
717	0.3821371002
718	0.3818619549
719	0.3817103452
720	0.3815592308
721	0.3811317728
722	0.3808494984
723	0.3807477815
724	0.3805872088
725	0.380353725
726	0.3800390189
727	0.3797711449
728	0.3795765454
729	0.3794152737
730	0.379198941
731	0.3789962121
732	0.3788190407
733	0.3786362212
734	0.3783631908
735	0.3781700445
736	0.3778873942
737	0.3775349974
738	0.3772765229
739	0.3770896757
740	0.3769983113
741	0.3767503085
742	0.3766510177
743	0.3764799851
744	0.3761825087
745	0.3761021659
746	0.3755740597
747	0.3753760097
748	0.375109984
749	0.3749227015
750	0.3747568527
751	0.3745955875
752	0.3742255084
753	0.373933919
754	0.373609297
755	0.3733212503
756	0.3731214501
757	0.3728437566
758	0.3724403635
759	0.3722191549
760	0.3720142302
761	0.3717161844
762	0.3714154812
763	0.3711920321
764	0.370997646
765	0.3708178674
766	0.3704191164
767	0.3701108212
768	0.3699232995
769	0.3698093023
770	0.3694761927
771	0.3691997109
772	0.3690730347
773	0.3688631517
774	0.3687061246
775	0.3685063913
776	0.3683219755
777	0.3679571982
778	0.3678177746
779	0.3675995351
780	0.3672772922
781	0.3671588789
782	0.3670892141
783	0.3667743085
784	0.3665698235
785	0.3663259575
786	0.3661882086
787	0.3659052061
788	0.3656955537
789	0.3654806416
790	0.3652071121
791	0.3650149855
792	0.3649376115
793	0.3646586927
794	0.3643826527
795	0.364058824
796	0.3639120071
797	0.3637907064
798	0.3635274344
799	0.3631123875
800	0.3628389547
801	0.3626309858
802	0.3624437622
803	0.3621316488
804	0.3619347021
805	0.3617012939
806	0.3614182508
807	0.3612975015
808	0.361104634
809	0.3609960644
810	0.3608398665
811	0.3607287823
812	0.3606214626
813	0.3604786947
814	0.3603627213
815	0.3602144156
816	0.3600112932
817	0.3599148769
818	0.3598356097
819	0.3595958265
820	0.3595247978
821	0.3592557878
822	0.3591501643
823	0.3590085903
824	0.3588217693
825	0.3585301687
826	0.358368967
827	0.3581583965
828	0.35791698
829	0.3577182053
830	0.3576208353
831	0.3573072306
832	0.3571213319
833	0.3568460109
834	0.3566746812
835	0.3565427613
836	0.3564254805
837	0.3561649079
838	0.3559620788
839	0.3556877543
840	0.3553549918
841	0.3551539559
842	0.3549840127
843	0.3548709625
844	0.354672723
845	0.3544101617
846	0.3542693823
847	0.353975734
848	0.3536784821
849	0.3535051871
850	0.3533321804
851	0.3532331509
852	0.3529114541
853	0.3527137128
854	0.3525778889
855	0.3524375274
856	0.352264554
857	0.3520657762
858	0.3518912752
859	0.3515776314
860	0.351421817
861	0.3513182929
862	0.3509367259
863	0.3507788083
864	0.3507030577
865	0.350393088
866	0.3501543419
867	0.3499934809
868	0.3495459733
869	0.3492568591
870	0.3490014615
871	0.3488783087
872	0.3486255956
873	0.3484957521
874	0.3483765233
875	0.348212395
876	0.3481107445
877	0.3479163037
878	0.3476936585
879	0.3473846383
880	0.3472299524
881	0.3471247091
882	0.3469799445
883	0.3467350474
884	0.3465848108
885	0.3462963253
886	0.3461683875
887	0.3460621552
888	0.3459766997
889	0.3458900769
890	0.3456080936
891	0.3454507963
892	0.3452410424
893	0.3449934666
894	0.3447997255
895	0.3445966748
896	0.3444537632
897	0.3442475767
898	0.3440608533
899	0.3438339941
900	0.3436721282
901	0.3433788237
902	0.3431663491
903	0.3430299036
904	0.3428026516
905	0.3425088867
906	0.3423125359
907	0.3420804259
908	0.3417030323
909	0.3414302538
910	0.3411945632
911	0.3409170074
912	0.3408027349
913	0.3406738864
914	0.3404979593
915	0.3402412838
916	0.3400353135
917	0.3399319211
918	0.3397762357
919	0.3395348987
920	0.3391750432
921	0.3390666302
922	0.3388477931
923	0.3385310021
924	0.3382555364
925	0.3380120149
926	0.3377488472
927	0.3376340757
928	0.3375127246
929	0.337298959
930	0.3372168292
931	0.3369499825
932	0.3368595901
933	0.3367039085
934	0.3365303592
935	0.3363437591
936	0.3361852294
937	0.3360113701
938	0.3358908814
939	0.3356870073
940	0.3355670871
941	0.3354173615
942	0.3351533691
943	0.3348912434
944	0.3347607051
945	0.3346635403
946	0.3343779189
947	0.334240331
948	0.3340504931
949	0.3337715367
950	0.3334534377
951	0.3332995102
952	0.3329308214
953	0.3327652966
954	0.3324241376
955	0.3323265479
956	0.3320666501
957	0.3318243431
958	0.3315452443
959	0.3312315975
960	0.3310799849
961	0.3307587809
962	0.3305827262
963	0.3303740547
964	0.3300350469
965	0.3298737522
966	0.3296913958
967	0.3293361042
968	0.3292242817
969	0.3290090098
970	0.3288410844
971	0.3285980325
972	0.3284205796
973	0.3282262338
974	0.3280864992
975	0.3279708737
976	0.3277360288
977	0.3275272045
978	0.3273003962
979	0.3271454792
980	0.3269638746
981	0.3268195197
982	0.3265966682
983	0.3262997536
984	0.3260236046
985	0.3259346031
986	0.3257477895
987	0.3255822018
988	0.3254087622
989	0.3252393993
990	0.3250635858
991	0.3246883534
992	0.324517545
993	0.324352906
994	0.3241476586
995	0.3240307829
996	0.3238412768
997	0.3234839744
998	0.3233159703
999	0.3230481908
